sentence_number,sentence,word,surprisal_score,target_phrase
241,"When I started the job, a friend told me not to make waves.", the,3.048002,context
241,"When I started the job, a friend told me not to make waves.", job,3.4443438,context
241,"When I started the job, a friend told me not to make waves.",",",0.6781007,context
241,"When I started the job, a friend told me not to make waves.", a,5.1140585,context
241,"When I started the job, a friend told me not to make waves.", friend,3.613941,context
241,"When I started the job, a friend told me not to make waves.", told,1.9660392,context
241,"When I started the job, a friend told me not to make waves.", me,0.0063870666,context
241,"When I started the job, a friend told me not to make waves.", not,4.14568,context
241,"When I started the job, a friend told me not to make waves.", to,0.01253027,preverb
241,"When I started the job, a friend told me not to make waves.", make,3.9836247,verb
241,"When I started the job, a friend told me not to make waves.", waves,3.5081878,noun
241,"When I started the job, a friend told me not to make waves.",.,1.9411447,context
242,My neighbors don't want us to make noise., neighbors,9.190767,context
242,My neighbors don't want us to make noise., don,4.653293,context
242,My neighbors don't want us to make noise.,'t,0.149086,context
242,My neighbors don't want us to make noise., want,4.945314,context
242,My neighbors don't want us to make noise., us,4.3966126,context
242,My neighbors don't want us to make noise., to,0.15018523,preverb
242,My neighbors don't want us to make noise., make,4.1157646,verb
242,My neighbors don't want us to make noise., noise,3.7184448,noun
242,My neighbors don't want us to make noise.,.,1.3353871,context
243,Surfers need waves to be able to practice.,f,3.200479,context
243,Surfers need waves to be able to practice.,ers,4.0402565,context
243,Surfers need waves to be able to practice., need,4.937298,verb
243,Surfers need waves to be able to practice., waves,4.5700316,noun
243,Surfers need waves to be able to practice., to,1.6642375,context
243,Surfers need waves to be able to practice., be,4.685094,context
243,Surfers need waves to be able to practice., able,2.0725648,context
243,Surfers need waves to be able to practice., to,0.008912602,context
243,Surfers need waves to be able to practice., practice,4.4784956,context
243,Surfers need waves to be able to practice.,.,2.6355371,context
244,"To fill out the credit card form this month, I have to cut corners.",To,8.685535,context
244,"To fill out the credit card form this month, I have to cut corners.", fill,8.214786,context
244,"To fill out the credit card form this month, I have to cut corners.", out,3.0709436,context
244,"To fill out the credit card form this month, I have to cut corners.", the,0.9845489,context
244,"To fill out the credit card form this month, I have to cut corners.", credit,8.530465,context
244,"To fill out the credit card form this month, I have to cut corners.", card,0.7591459,context
244,"To fill out the credit card form this month, I have to cut corners.", form,1.0425628,context
244,"To fill out the credit card form this month, I have to cut corners.", this,8.332728,context
244,"To fill out the credit card form this month, I have to cut corners.", month,5.255516,context
244,"To fill out the credit card form this month, I have to cut corners.",",",0.9965177,context
244,"To fill out the credit card form this month, I have to cut corners.", I,1.8036181,context
244,"To fill out the credit card form this month, I have to cut corners.", have,4.017712,context
244,"To fill out the credit card form this month, I have to cut corners.", to,0.08080816,preverb
244,"To fill out the credit card form this month, I have to cut corners.", cut,9.006765,verb
244,"To fill out the credit card form this month, I have to cut corners.", corners,4.587684,noun
244,"To fill out the credit card form this month, I have to cut corners.",.,3.2546463,context
245,It breaks my heart whenever I have to cut flowers., breaks,10.603455,context
245,It breaks my heart whenever I have to cut flowers., my,0.76366186,context
245,It breaks my heart whenever I have to cut flowers., heart,0.023686018,context
245,It breaks my heart whenever I have to cut flowers., whenever,6.817922,context
245,It breaks my heart whenever I have to cut flowers., I,0.16032825,context
245,It breaks my heart whenever I have to cut flowers., have,3.6762757,context
245,It breaks my heart whenever I have to cut flowers., to,0.059405502,preverb
245,It breaks my heart whenever I have to cut flowers., cut,6.464769,verb
245,It breaks my heart whenever I have to cut flowers., flowers,5.8993673,noun
245,It breaks my heart whenever I have to cut flowers.,.,2.1689491,context
246,"When straight lines meet, they form corners.",When,7.730529,context
246,"When straight lines meet, they form corners.", straight,12.208617,context
246,"When straight lines meet, they form corners.", lines,3.7560647,context
246,"When straight lines meet, they form corners.", meet,3.1576433,context
246,"When straight lines meet, they form corners.",",",1.4392855,context
246,"When straight lines meet, they form corners.", they,1.8754092,preverb
246,"When straight lines meet, they form corners.", form,2.484855,verb
246,"When straight lines meet, they form corners.", corners,3.4910977,noun
246,"When straight lines meet, they form corners.",.,1.15327,context
247,"If you wake the baby, Mother will raise hell.",If,6.3878193,context
247,"If you wake the baby, Mother will raise hell.", you,1.197764,context
247,"If you wake the baby, Mother will raise hell.", wake,8.335042,context
247,"If you wake the baby, Mother will raise hell.", the,4.561614,context
247,"If you wake the baby, Mother will raise hell.", baby,2.5955958,context
247,"If you wake the baby, Mother will raise hell.",",",0.67153955,context
247,"If you wake the baby, Mother will raise hell.", Mother,7.8958244,context
247,"If you wake the baby, Mother will raise hell.", will,0.5584392,preverb
247,"If you wake the baby, Mother will raise hell.", raise,9.201148,verb
247,"If you wake the baby, Mother will raise hell.", hell,0.4513747,noun
247,"If you wake the baby, Mother will raise hell.",.,3.0127487,context
248,"Not only do farmers grow crops, but they also raise cows.",Not,7.68906,context
248,"Not only do farmers grow crops, but they also raise cows.", only,3.8554163,context
248,"Not only do farmers grow crops, but they also raise cows.", do,2.7383318,context
248,"Not only do farmers grow crops, but they also raise cows.", farmers,9.431398,context
248,"Not only do farmers grow crops, but they also raise cows.", grow,3.9896996,context
248,"Not only do farmers grow crops, but they also raise cows.", crops,3.0963612,context
248,"Not only do farmers grow crops, but they also raise cows.",",",0.9279891,context
248,"Not only do farmers grow crops, but they also raise cows.", but,0.48771062,context
248,"Not only do farmers grow crops, but they also raise cows.", they,0.6353243,context
248,"Not only do farmers grow crops, but they also raise cows.", also,0.93378115,preverb
248,"Not only do farmers grow crops, but they also raise cows.", raise,2.8827684,verb
248,"Not only do farmers grow crops, but they also raise cows.", cows,4.8303204,noun
248,"Not only do farmers grow crops, but they also raise cows.",.,3.438359,context
249,Many Christians fear hell., Christians,7.2314954,preverb
249,Many Christians fear hell., fear,5.0087667,verb
249,Many Christians fear hell., hell,4.891606,noun
249,Many Christians fear hell.,.,1.4868267,context
250,It is impossible to get anything done around here if you don't pull strings., is,1.7459862,context
250,It is impossible to get anything done around here if you don't pull strings., impossible,5.6286545,context
250,It is impossible to get anything done around here if you don't pull strings., to,0.27406716,context
250,It is impossible to get anything done around here if you don't pull strings., get,3.8812704,context
250,It is impossible to get anything done around here if you don't pull strings., anything,5.396336,context
250,It is impossible to get anything done around here if you don't pull strings., done,2.6757278,context
250,It is impossible to get anything done around here if you don't pull strings., around,5.2310915,context
250,It is impossible to get anything done around here if you don't pull strings., here,0.21969593,context
250,It is impossible to get anything done around here if you don't pull strings., if,2.7739158,context
250,It is impossible to get anything done around here if you don't pull strings., you,0.37460262,context
250,It is impossible to get anything done around here if you don't pull strings., don,1.1712604,context
250,It is impossible to get anything done around here if you don't pull strings.,'t,0.37802455,context
250,It is impossible to get anything done around here if you don't pull strings., pull,6.830513,verb
250,It is impossible to get anything done around here if you don't pull strings., strings,3.5347693,noun
250,It is impossible to get anything done around here if you don't pull strings.,.,1.7848221,context
251,"Before the 20th century, horses pulled carts.",Before,9.878285,context
251,"Before the 20th century, horses pulled carts.", the,2.3409905,context
251,"Before the 20th century, horses pulled carts.", 20,7.6907926,context
251,"Before the 20th century, horses pulled carts.",th,0.16303642,context
251,"Before the 20th century, horses pulled carts.", century,0.124660194,context
251,"Before the 20th century, horses pulled carts.",",",0.3450553,context
251,"Before the 20th century, horses pulled carts.", horses,8.144779,preverb
251,"Before the 20th century, horses pulled carts.", pulled,5.3977275,verb
251,"Before the 20th century, horses pulled carts.", carts,3.1841233,noun
251,"Before the 20th century, horses pulled carts.",.,3.188415,context
252,The best way to play the E chord is to pluck strings., best,4.9731145,context
252,The best way to play the E chord is to pluck strings., way,1.6654721,context
252,The best way to play the E chord is to pluck strings., to,0.10823353,context
252,The best way to play the E chord is to pluck strings., play,5.8973374,context
252,The best way to play the E chord is to pluck strings., the,2.3342154,context
252,The best way to play the E chord is to pluck strings., E,8.011293,context
252,The best way to play the E chord is to pluck strings., chord,3.7436047,context
252,The best way to play the E chord is to pluck strings., is,0.49461865,context
252,The best way to play the E chord is to pluck strings., to,0.78271466,preverb
252,The best way to play the E chord is to pluck strings., pl,3.5220582,context
252,The best way to play the E chord is to pluck strings.,uck,0.0064732726,context
252,The best way to play the E chord is to pluck strings., strings,6.137219,noun
252,The best way to play the E chord is to pluck strings.,.,4.8686543,context
253,Now people are starting to realise that he means business., people,8.155745,context
253,Now people are starting to realise that he means business., are,1.2592093,context
253,Now people are starting to realise that he means business., starting,4.50519,context
253,Now people are starting to realise that he means business., to,0.012837594,context
253,Now people are starting to realise that he means business., realise,4.898316,context
253,Now people are starting to realise that he means business., that,0.5072798,context
253,Now people are starting to realise that he means business., he,5.3752737,preverb
253,Now people are starting to realise that he means business., means,6.3607497,verb
253,Now people are starting to realise that he means business., business,2.0125918,noun
253,Now people are starting to realise that he means business.,.,1.0806686,context
254,My dad used to tell me that hearing crickets meant sunshine., dad,5.4772663,context
254,My dad used to tell me that hearing crickets meant sunshine., used,3.781831,context
254,My dad used to tell me that hearing crickets meant sunshine., to,0.04638426,context
254,My dad used to tell me that hearing crickets meant sunshine., tell,2.4012704,context
254,My dad used to tell me that hearing crickets meant sunshine., me,0.14384755,context
254,My dad used to tell me that hearing crickets meant sunshine., that,0.82921094,context
254,My dad used to tell me that hearing crickets meant sunshine., hearing,9.483662,preverb
254,My dad used to tell me that hearing crickets meant sunshine., cr,6.8810625,context
254,My dad used to tell me that hearing crickets meant sunshine.,ickets,0.02247909,context
254,My dad used to tell me that hearing crickets meant sunshine., meant,2.3324776,noun
254,My dad used to tell me that hearing crickets meant sunshine., sunshine,9.921941,context
254,My dad used to tell me that hearing crickets meant sunshine.,.,4.63971,context
255,My dad and Sarah's used to do business., dad,5.4772663,context
255,My dad and Sarah's used to do business., and,3.091277,context
255,My dad and Sarah's used to do business., Sarah,9.743304,context
255,My dad and Sarah's used to do business.,'s,3.0256636,context
255,My dad and Sarah's used to do business., used,7.706299,context
255,My dad and Sarah's used to do business., to,0.019843146,preverb
255,My dad and Sarah's used to do business., do,4.484111,verb
255,My dad and Sarah's used to do business., business,3.5817828,noun
255,My dad and Sarah's used to do business.,.,4.013066,context
256,"After the crash, the vehicle turned tail.",After,8.975814,context
256,"After the crash, the vehicle turned tail.", the,1.9274763,context
256,"After the crash, the vehicle turned tail.", crash,6.0868235,context
256,"After the crash, the vehicle turned tail.",",",0.6627191,context
256,"After the crash, the vehicle turned tail.", the,2.3461459,context
256,"After the crash, the vehicle turned tail.", vehicle,5.593374,preverb
256,"After the crash, the vehicle turned tail.", turned,5.133791,verb
256,"After the crash, the vehicle turned tail.", tail,9.991681,noun
256,"After the crash, the vehicle turned tail.",.,3.9294908,context
257,It is difficult to park if you don't know how to turn wheels., is,1.7459862,context
257,It is difficult to park if you don't know how to turn wheels., difficult,4.3099737,context
257,It is difficult to park if you don't know how to turn wheels., to,0.18611057,context
257,It is difficult to park if you don't know how to turn wheels., park,9.528396,context
257,It is difficult to park if you don't know how to turn wheels., if,5.844695,context
257,It is difficult to park if you don't know how to turn wheels., you,0.39646885,context
257,It is difficult to park if you don't know how to turn wheels., don,2.828875,context
257,It is difficult to park if you don't know how to turn wheels.,'t,0.12257194,context
257,It is difficult to park if you don't know how to turn wheels., know,1.0692834,context
257,It is difficult to park if you don't know how to turn wheels., how,1.5295094,context
257,It is difficult to park if you don't know how to turn wheels., to,0.46846145,preverb
257,It is difficult to park if you don't know how to turn wheels., turn,5.9315915,verb
257,It is difficult to park if you don't know how to turn wheels., wheels,7.4030285,noun
257,It is difficult to park if you don't know how to turn wheels.,.,1.6899536,context
258,"When caring for horses, it is important to brush tails.",When,7.730529,context
258,"When caring for horses, it is important to brush tails.", caring,12.292249,context
258,"When caring for horses, it is important to brush tails.", for,0.18226126,context
258,"When caring for horses, it is important to brush tails.", horses,6.3536353,context
258,"When caring for horses, it is important to brush tails.",",",0.65778303,context
258,"When caring for horses, it is important to brush tails.", it,2.0187628,context
258,"When caring for horses, it is important to brush tails.", is,0.44363582,context
258,"When caring for horses, it is important to brush tails.", important,0.27376437,context
258,"When caring for horses, it is important to brush tails.", to,0.05632991,preverb
258,"When caring for horses, it is important to brush tails.", brush,5.1492925,verb
258,"When caring for horses, it is important to brush tails.", tails,11.045838,noun
258,"When caring for horses, it is important to brush tails.",.,6.772064,context
259,"Things are going well, so please don't rock the boat.",Things,10.887074,context
259,"Things are going well, so please don't rock the boat.", are,1.5274833,context
259,"Things are going well, so please don't rock the boat.", going,1.7724923,context
259,"Things are going well, so please don't rock the boat.", well,2.7987287,context
259,"Things are going well, so please don't rock the boat.",",",2.257553,context
259,"Things are going well, so please don't rock the boat.", so,4.309137,context
259,"Things are going well, so please don't rock the boat.", please,6.280804,context
259,"Things are going well, so please don't rock the boat.", don,1.6538757,context
259,"Things are going well, so please don't rock the boat.",'t,0.009836933,context
259,"Things are going well, so please don't rock the boat.", rock,4.2642274,verb
259,"Things are going well, so please don't rock the boat.", the,0.018635368,context
259,"Things are going well, so please don't rock the boat.", boat,0.017695108,noun
259,"Things are going well, so please don't rock the boat.",.,2.5207639,context
260,Having a craddle is a good way to rock a child., a,2.089088,context
260,Having a craddle is a good way to rock a child., cr,9.610437,context
260,Having a craddle is a good way to rock a child.,addle,10.690824,context
260,Having a craddle is a good way to rock a child., is,2.5955572,context
260,Having a craddle is a good way to rock a child., a,1.468014,context
260,Having a craddle is a good way to rock a child., good,1.7183582,context
260,Having a craddle is a good way to rock a child., way,1.2249799,context
260,Having a craddle is a good way to rock a child., to,0.09299428,preverb
260,Having a craddle is a good way to rock a child., rock,5.535626,verb
260,Having a craddle is a good way to rock a child., a,1.2390908,context
260,Having a craddle is a good way to rock a child., child,4.749714,noun
260,Having a craddle is a good way to rock a child.,.,3.8231807,context
261,"If we don't fix that hole, water will soon fill the boat.",If,6.3878193,context
261,"If we don't fix that hole, water will soon fill the boat.", we,2.580856,context
261,"If we don't fix that hole, water will soon fill the boat.", don,2.7935336,context
261,"If we don't fix that hole, water will soon fill the boat.",'t,0.031717803,context
261,"If we don't fix that hole, water will soon fill the boat.", fix,6.318564,context
261,"If we don't fix that hole, water will soon fill the boat.", that,2.900694,context
261,"If we don't fix that hole, water will soon fill the boat.", hole,4.4000926,context
261,"If we don't fix that hole, water will soon fill the boat.",",",0.6192234,context
261,"If we don't fix that hole, water will soon fill the boat.", water,4.491955,context
261,"If we don't fix that hole, water will soon fill the boat.", will,0.5799306,context
261,"If we don't fix that hole, water will soon fill the boat.", soon,6.531909,preverb
261,"If we don't fix that hole, water will soon fill the boat.", fill,3.517824,verb
261,"If we don't fix that hole, water will soon fill the boat.", the,0.71901506,context
261,"If we don't fix that hole, water will soon fill the boat.", boat,3.6017098,noun
261,"If we don't fix that hole, water will soon fill the boat.",.,2.2639349,context
262,"When it comes the space exploration, Americans lead the field.",When,7.730529,context
262,"When it comes the space exploration, Americans lead the field.", it,3.4978147,context
262,"When it comes the space exploration, Americans lead the field.", comes,0.9010395,context
262,"When it comes the space exploration, Americans lead the field.", the,8.136452,context
262,"When it comes the space exploration, Americans lead the field.", space,8.344267,context
262,"When it comes the space exploration, Americans lead the field.", exploration,4.510372,context
262,"When it comes the space exploration, Americans lead the field.",",",0.44884992,context
262,"When it comes the space exploration, Americans lead the field.", Americans,7.345352,preverb
262,"When it comes the space exploration, Americans lead the field.", lead,6.5453386,verb
262,"When it comes the space exploration, Americans lead the field.", the,0.4331048,context
262,"When it comes the space exploration, Americans lead the field.", field,6.0219483,noun
262,"When it comes the space exploration, Americans lead the field.",.,1.2601019,context
263,The tour guide led the group., tour,9.111446,context
263,The tour guide led the group., guide,4.0727134,preverb
263,The tour guide led the group., led,4.1728745,verb
263,The tour guide led the group., the,1.4716336,context
263,The tour guide led the group., group,0.92837864,noun
263,The tour guide led the group.,.,6.4882154,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.",After,8.975814,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", visiting,7.4314146,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", many,3.8158782,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", wedding,6.4139166,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", venues,2.0309227,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.",",",1.1899613,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", Sam,8.815574,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", and,0.6012747,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", Alex,7.4218197,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", finally,2.561865,preverb
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", chose,1.9813228,verb
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", the,1.4005865,context
264,"After visiting many wedding venues, Sam and Alex finally chose the field.", field,12.0345955,noun
264,"After visiting many wedding venues, Sam and Alex finally chose the field.",.,4.8528523,context
265,The professor's comments seemed to strike a chord., professor,10.107497,context
265,The professor's comments seemed to strike a chord.,'s,3.0519888,context
265,The professor's comments seemed to strike a chord., comments,4.3756166,context
265,The professor's comments seemed to strike a chord., seemed,4.4994216,context
265,The professor's comments seemed to strike a chord., to,0.7646381,preverb
265,The professor's comments seemed to strike a chord., strike,4.826558,verb
265,The professor's comments seemed to strike a chord., a,0.12024831,context
265,The professor's comments seemed to strike a chord., chord,1.7953585,noun
265,The professor's comments seemed to strike a chord.,.,2.9495192,context
266,A tornado truck the town., tornado,12.615179,preverb
266,A tornado truck the town., truck,11.516102,verb
266,A tornado truck the town., the,8.188251,context
266,A tornado truck the town., town,5.533825,noun
266,A tornado truck the town.,.,5.74848,context
267,Three notes make a chord., notes,9.382484,preverb
267,Three notes make a chord., make,7.320906,verb
267,Three notes make a chord., a,0.47024566,context
267,Three notes make a chord., chord,0.5415304,noun
267,Three notes make a chord.,.,1.0856825,context
268,It looks to me as if the employees run the show., looks,7.245856,context
268,It looks to me as if the employees run the show., to,4.1791415,context
268,It looks to me as if the employees run the show., me,0.39151067,context
268,It looks to me as if the employees run the show., as,2.0676394,context
268,It looks to me as if the employees run the show., if,0.51463974,context
268,It looks to me as if the employees run the show., the,1.4647903,context
268,It looks to me as if the employees run the show., employees,10.365551,preverb
268,It looks to me as if the employees run the show., run,9.325511,verb
268,It looks to me as if the employees run the show., the,0.3489459,context
268,It looks to me as if the employees run the show., show,2.3320735,noun
268,It looks to me as if the employees run the show.,.,1.2310245,context
269,We need to find someone to run the firm., need,4.037038,context
269,We need to find someone to run the firm., to,0.45343244,preverb
269,We need to find someone to run the firm., find,3.67989,context
269,We need to find someone to run the firm., someone,4.93783,context
269,We need to find someone to run the firm., to,1.0605948,preverb
269,We need to find someone to run the firm., run,5.432248,verb
269,We need to find someone to run the firm., the,0.81203455,context
269,We need to find someone to run the firm., firm,7.341413,noun
269,We need to find someone to run the firm.,.,1.9146593,context
270,"This year, a big name will host the show.",This,5.6035376,context
270,"This year, a big name will host the show.", year,4.7365513,context
270,"This year, a big name will host the show.",",",1.5045285,context
270,"This year, a big name will host the show.", a,4.829944,context
270,"This year, a big name will host the show.", big,4.331206,context
270,"This year, a big name will host the show.", name,6.570638,context
270,"This year, a big name will host the show.", will,2.4488122,preverb
270,"This year, a big name will host the show.", host,6.6728525,verb
270,"This year, a big name will host the show.", the,0.664575,context
270,"This year, a big name will host the show.", show,2.3498118,noun
270,"This year, a big name will host the show.",.,1.4299986,context
271,The spy didn't want to spill the beans about the details of his mission., spy,11.716965,context
271,The spy didn't want to spill the beans about the details of his mission., didn,6.0801373,context
271,The spy didn't want to spill the beans about the details of his mission.,'t,0.32354057,context
271,The spy didn't want to spill the beans about the details of his mission., want,4.092745,context
271,The spy didn't want to spill the beans about the details of his mission., to,0.12649684,preverb
271,The spy didn't want to spill the beans about the details of his mission., spill,7.394091,verb
271,The spy didn't want to spill the beans about the details of his mission., the,0.5202961,context
271,The spy didn't want to spill the beans about the details of his mission., beans,0.026141444,noun
271,The spy didn't want to spill the beans about the details of his mission., about,2.0857797,context
271,The spy didn't want to spill the beans about the details of his mission., the,0.9640303,context
271,The spy didn't want to spill the beans about the details of his mission., details,4.856635,context
271,The spy didn't want to spill the beans about the details of his mission., of,0.10548258,context
271,The spy didn't want to spill the beans about the details of his mission., his,1.1877017,context
271,The spy didn't want to spill the beans about the details of his mission., mission,0.53034645,context
271,The spy didn't want to spill the beans about the details of his mission.,.,0.15703526,context
272,Please do not spill the soap all over the countertops., do,4.328891,context
272,Please do not spill the soap all over the countertops., not,0.3349446,preverb
272,Please do not spill the soap all over the countertops., spill,10.728113,verb
272,Please do not spill the soap all over the countertops., the,1.9518415,context
272,Please do not spill the soap all over the countertops., soap,8.087696,noun
272,Please do not spill the soap all over the countertops., all,5.1877027,context
272,Please do not spill the soap all over the countertops., over,0.01010086,context
272,Please do not spill the soap all over the countertops., the,0.23924997,context
272,Please do not spill the soap all over the countertops., counter,2.4495082,context
272,Please do not spill the soap all over the countertops.,tops,6.504441,context
272,Please do not spill the soap all over the countertops.,.,0.5475739,context
273,You need to rinse the beans before you cook them., need,3.6164043,context
273,You need to rinse the beans before you cook them., to,0.29406297,preverb
273,You need to rinse the beans before you cook them., rinse,9.891851,verb
273,You need to rinse the beans before you cook them., the,1.2936368,context
273,You need to rinse the beans before you cook them., beans,4.392714,noun
273,You need to rinse the beans before you cook them., before,1.5762358,context
273,You need to rinse the beans before you cook them., you,2.0503838,context
273,You need to rinse the beans before you cook them., cook,0.5030803,context
273,You need to rinse the beans before you cook them., them,0.045949876,context
273,You need to rinse the beans before you cook them.,.,0.89855266,context
274,My mom is the one to call the shots around the house., mom,6.1843424,context
274,My mom is the one to call the shots around the house., is,2.2597172,context
274,My mom is the one to call the shots around the house., the,2.9129367,context
274,My mom is the one to call the shots around the house., one,2.8023179,context
274,My mom is the one to call the shots around the house., to,4.429697,preverb
274,My mom is the one to call the shots around the house., call,2.6969287,verb
274,My mom is the one to call the shots around the house., the,4.90072,context
274,My mom is the one to call the shots around the house., shots,1.3341342,noun
274,My mom is the one to call the shots around the house., around,2.9992304,context
274,My mom is the one to call the shots around the house., the,2.079342,context
274,My mom is the one to call the shots around the house., house,0.026502121,context
274,My mom is the one to call the shots around the house.,.,0.70895594,context
275,We should probably call a cab before it gets too late., should,5.621195,context
275,We should probably call a cab before it gets too late., probably,4.7845254,preverb
275,We should probably call a cab before it gets too late., call,4.11749,verb
275,We should probably call a cab before it gets too late., a,2.74333,context
275,We should probably call a cab before it gets too late., cab,2.6465597,noun
275,We should probably call a cab before it gets too late., before,5.5331793,context
275,We should probably call a cab before it gets too late., it,2.496428,context
275,We should probably call a cab before it gets too late., gets,0.1024014,context
275,We should probably call a cab before it gets too late., too,0.24676189,context
275,We should probably call a cab before it gets too late., late,0.29672784,context
275,We should probably call a cab before it gets too late.,.,2.0511317,context
276,The photographer took a shot of the entire family., photographer,10.535826,preverb
276,The photographer took a shot of the entire family., took,4.2846932,verb
276,The photographer took a shot of the entire family., a,1.1087934,context
276,The photographer took a shot of the entire family., shot,4.624772,noun
276,The photographer took a shot of the entire family., of,0.2516048,context
276,The photographer took a shot of the entire family., the,0.54595566,context
276,The photographer took a shot of the entire family., entire,5.669534,context
276,The photographer took a shot of the entire family., family,3.1942801,context
276,The photographer took a shot of the entire family.,.,1.2073908,context
277,We got an opportunity to clear the air in couples therapy., got,4.859678,context
277,We got an opportunity to clear the air in couples therapy., an,3.9810853,context
277,We got an opportunity to clear the air in couples therapy., opportunity,4.952246,context
277,We got an opportunity to clear the air in couples therapy., to,0.21003428,preverb
277,We got an opportunity to clear the air in couples therapy., clear,8.938324,verb
277,We got an opportunity to clear the air in couples therapy., the,1.3405429,context
277,We got an opportunity to clear the air in couples therapy., air,0.8402552,noun
277,We got an opportunity to clear the air in couples therapy., in,3.9671779,context
277,We got an opportunity to clear the air in couples therapy., couples,12.459848,context
277,We got an opportunity to clear the air in couples therapy., therapy,0.32022464,context
277,We got an opportunity to clear the air in couples therapy.,.,1.3816781,context
278,Let me clear my bed from all the clothes., me,1.4186513,preverb
278,Let me clear my bed from all the clothes., clear,6.818588,verb
278,Let me clear my bed from all the clothes., my,2.6390393,context
278,Let me clear my bed from all the clothes., bed,10.030213,noun
278,Let me clear my bed from all the clothes., from,5.41299,context
278,Let me clear my bed from all the clothes., all,2.43382,context
278,Let me clear my bed from all the clothes., the,1.3210171,context
278,Let me clear my bed from all the clothes., clothes,2.0156016,context
278,Let me clear my bed from all the clothes.,.,2.3715632,context
279,You should open the windows sometimes to change the air in here., should,3.4371645,context
279,You should open the windows sometimes to change the air in here., open,7.583828,context
279,You should open the windows sometimes to change the air in here., the,1.1820914,context
279,You should open the windows sometimes to change the air in here., windows,4.4792094,context
279,You should open the windows sometimes to change the air in here., sometimes,8.27097,context
279,You should open the windows sometimes to change the air in here., to,2.0252485,preverb
279,You should open the windows sometimes to change the air in here., change,7.707837,verb
279,You should open the windows sometimes to change the air in here., the,0.03395357,context
279,You should open the windows sometimes to change the air in here., air,0.082942255,noun
279,You should open the windows sometimes to change the air in here., in,0.387535,context
279,You should open the windows sometimes to change the air in here., here,3.8786607,context
279,You should open the windows sometimes to change the air in here.,.,1.8759589,context
280,You're going to have a ball at the wine tasting event.,'re,4.1612344,context
280,You're going to have a ball at the wine tasting event., going,3.4110527,context
280,You're going to have a ball at the wine tasting event., to,0.09037091,preverb
280,You're going to have a ball at the wine tasting event., have,1.7663715,verb
280,You're going to have a ball at the wine tasting event., a,2.5505795,context
280,You're going to have a ball at the wine tasting event., ball,5.2587633,noun
280,You're going to have a ball at the wine tasting event., at,3.3592308,context
280,You're going to have a ball at the wine tasting event., the,1.2168169,context
280,You're going to have a ball at the wine tasting event., wine,9.615346,context
280,You're going to have a ball at the wine tasting event., tasting,2.1253626,context
280,You're going to have a ball at the wine tasting event., event,3.9657292,context
280,You're going to have a ball at the wine tasting event.,.,1.3509688,context
281,Monica has a shirt with stripes.,ica,4.3099437,context
281,Monica has a shirt with stripes., has,4.778185,verb
281,Monica has a shirt with stripes., a,1.8252082,context
281,Monica has a shirt with stripes., shirt,9.97319,noun
281,Monica has a shirt with stripes., with,2.1456115,context
281,Monica has a shirt with stripes., stripes,5.015344,context
281,Monica has a shirt with stripes.,.,1.0036825,context
282,"To score a point, you need to kick the ball into the goal.",To,8.685535,context
282,"To score a point, you need to kick the ball into the goal.", score,9.6539955,context
282,"To score a point, you need to kick the ball into the goal.", a,2.053026,context
282,"To score a point, you need to kick the ball into the goal.", point,4.7758083,context
282,"To score a point, you need to kick the ball into the goal.",",",2.2315178,context
282,"To score a point, you need to kick the ball into the goal.", you,0.9218255,context
282,"To score a point, you need to kick the ball into the goal.", need,1.5561578,context
282,"To score a point, you need to kick the ball into the goal.", to,0.3028942,preverb
282,"To score a point, you need to kick the ball into the goal.", kick,5.3745384,verb
282,"To score a point, you need to kick the ball into the goal.", the,0.31520903,context
282,"To score a point, you need to kick the ball into the goal.", ball,0.15569319,noun
282,"To score a point, you need to kick the ball into the goal.", into,1.5476872,context
282,"To score a point, you need to kick the ball into the goal.", the,0.24028584,context
282,"To score a point, you need to kick the ball into the goal.", goal,0.8321227,context
282,"To score a point, you need to kick the ball into the goal.",.,1.0610211,context
283,Sue's dad got the sack for petty thieving.,ue,7.1695647,context
283,Sue's dad got the sack for petty thieving.,'s,4.288052,context
283,Sue's dad got the sack for petty thieving., dad,6.0805492,preverb
283,Sue's dad got the sack for petty thieving., got,5.1810904,verb
283,Sue's dad got the sack for petty thieving., the,3.4584904,context
283,Sue's dad got the sack for petty thieving., sack,3.7069256,noun
283,Sue's dad got the sack for petty thieving., for,2.6626503,context
283,Sue's dad got the sack for petty thieving., petty,9.631377,context
283,Sue's dad got the sack for petty thieving., th,6.5274,context
283,Sue's dad got the sack for petty thieving.,ieving,1.0748428,context
283,Sue's dad got the sack for petty thieving.,.,2.2965355,context
